Restaurant Name,City,Area,Cuisine Type,Cost for Two,Ratings
Crazy About Pizza,chandigarh-tricity,"Sector 68, Mohali",Italian,₹950 for two,4.0
The Common Room,chandigarh-tricity,"Manimajra, Chandigarh","Multicuisine, Cafe",₹1200 for two,4.7
Haldiram's,chandigarh-tricity,"Mohali walk, Mohali",Street Food,₹400 for two,5.0
O Chicken India,chandigarh-tricity,"Kharar Road, Mohali","Chicken, Healthy",₹600 for two,1.0
ABA- By The Common Room,chandigarh-tricity,"Sector 32, Panchkula",Multicuisine,₹1000 for two,2.0
Chhatwal's Haveli,chandigarh-tricity,"Phase 11, Mohali",North Indian,₹800 for two,5.0
High Notes,chandigarh-tricity,"Sector 5, Panchkula",Multicuisine,₹1500 for two,2.8
Bareilly Ki Barfi,chandigarh-tricity,"Sector 82, Mohali, Chandigarh",Multicuisine,₹800 for two,2.7
Katani Sweets,chandigarh-tricity,"Phase 3B2 Market, Phase 3 Mohali",Mithai,₹450 for two,4.5
Almas 2.0,chandigarh-tricity,"Sector 8, Panchkula",Finger Food,₹1200 for two,4.0
Buffet Nation,chandigarh-tricity,"Sector 64, Mohali","Chinese, Indian",₹800 for two,4.0
Chicken Kukdu Ku.com,chandigarh-tricity,"Sector 41 D, Chandigarh",Indian,₹800 for two,4.0
Roll Xpress,chandigarh-tricity,"Phase 5, Mohali",Fast Food,₹300 for two,4.0
Funfeast,chandigarh-tricity,"Sector 37, Chandigarh",Fast Food,₹500 for two,4.0
Union Artisan Coffee,chandigarh-tricity,"Ambala Chandigarh Expressway, Zirakpur","Bakery, Cafe",₹600 for two,4.0
Hamraj Kitchen,chandigarh-tricity,"Phase 10, Mohali",Indian,₹800 for two,4.0
Wasabi Rooftop,chandigarh-tricity,"Hiraya Hotels, Mohali",Multicuisine,₹1400 for two,4.0
Wasabi Restaurant,chandigarh-tricity,"Hiraya Hotels, Mohali",Multicuisine,₹1400 for two,4.0
Tea Steam Cafe,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Multicuisine,₹400 for two,4.0
Chandigarh Junction,chandigarh-tricity,"Sector 40, Chandigarh",Indian,₹600 for two,4.0
Soya Hub,chandigarh-tricity,"Sector 37, Chandigarh",Fast Food,₹300 for two,4.0
Shairana Cafe,chandigarh-tricity,"Chandigarh Road, Zirakpur",Cafe,₹600 for two,4.0
Chilli Chatkara,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Street Food,₹200 for two,4.0
Victoria Regency Restaurant,chandigarh-tricity,"Victoria Regency Hotel, Mohali","Chinese, Indian",₹1000 for two,4.0
Hungroo,chandigarh-tricity,"Sector 15, Chandigarh",Fast Food,₹600 for two,4.0
Saqi Rooftop,chandigarh-tricity,"Hotel Lime Tree, Zirakpur","Chinese, Italian",₹800 for two,4.0
Hotel Town's Paradise,chandigarh-tricity,"Phase 9, Mohali",Multicuisine,₹800 for two,4.0
Playdine,chandigarh-tricity,"Playotel Inn, Zirakpur",Multicuisine,₹1300 for two,4.0
Hungroo,chandigarh-tricity,"Sector 15, Chandigarh",Fast Food,₹600 for two,4.0
We-And-Idlyyy,chandigarh-tricity,"Phase 7, Mohali",NA,₹500 for two,4.0
Dragon Bowl,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Chinese,₹350 for two,4.0
Hoshiarpurian Di Hatti,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Multicuisine,₹500 for two,4.0
Indulge 15,chandigarh-tricity,"Sector 15, Chandigarh",Multicuisine,₹600 for two,4.0
Vinay's Barbeque,chandigarh-tricity,"Sector 40, Chandigarh",Barbeque,₹500 for two,4.0
Hey Second Wife,chandigarh-tricity,"Phase 9, Mohali",Multicuisine,₹1200 for two,4.0
Chaicks,chandigarh-tricity,"Mohali City Centre, Mohali",Fast Food,₹500 for two,5.0
Shanti Sagar Rooftop Skylounge,chandigarh-tricity,"Hotel Shanti Sagar, Mohali",Multicuisine,₹1500 for two,4.0
Burki Lounge,chandigarh-tricity,"Kharar Road, Mohali",Indian,₹600 for two,4.0
Elite Restaurant,chandigarh-tricity,"Ambala Chandigarh Expressway, Zirakpur",Fast Food,₹700 for two,4.0
The password of health,chandigarh-tricity,"Kharar, Mohali","Beverages, Italian",₹1200 for two,4.0
Mumbai's Famous Food Adda,chandigarh-tricity,"VIP Road, Zirakpur",Fast Food,₹600 for two,4.0
Venky's Chicken Xperience,chandigarh-tricity,"VIP Rd, Zirakpur",Fast Food,₹500 for two,4.0
Sky Garden,chandigarh-tricity,"Utrathiya, Zirakpur",Multicuisine,₹1000 for two,4.0
Punch of Flavors,chandigarh-tricity,"Patiala Road, Zirakpur",Multicuisine,₹1000 for two,4.0
Radius Restaurant,chandigarh-tricity,"Hotel Radius, Chandigarh",Multicuisine,₹1000 for two,4.3
Vie En Patisserie & Cafe,chandigarh-tricity,"Sector 5, Panchkula",Fast Food,₹600 for two,4.0
Hotel Western Premium,chandigarh-tricity,Mohali,Multicuisine,₹1000 for two,4.0
The Drink Space,chandigarh-tricity,"Sector 14, Panchkula",Street Food,₹1000 for two,4.0
Ducky's Den,chandigarh-tricity,"Sector 117, Mohali",Street Food,₹700 for two,4.0
Ji Aaya Nu,chandigarh-tricity,"Utrathiya, Zirakpur",Indian,₹140603 for two,4.0
Pizza Freakerz,chandigarh-tricity,"Mohali City Centre, Mohali","Fast Food, Mexican, Pizza",₹600 for two,4.0
Blue Orchid,chandigarh-tricity,"Ambala Chandigarh Expressway, Zirakpur",Multicuisine,₹800 for two,4.0
Sabe Coffee and Workspace,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali","Coffee, Continental",₹1000 for two,4.0
Tummy Bell,chandigarh-tricity,"Utrathiya, Zirakpur",Fast Food,₹600 for two,4.0
The Eminence Sky Lounge,chandigarh-tricity,"The Eminence Hotel, Chandigarh",Indian,₹1500 for two,4.0
Radius Bar,chandigarh-tricity,"Hotel Radius, Chandigarh",Multicuisine,₹1200 for two,4.0
Baba's Food Hub,chandigarh-tricity,"Mohali City Centre, Mohali",Multicuisine,₹800 for two,4.0
Ministry of Brew,chandigarh-tricity,"Sector 11, Panchkula","Coffee and Tea, Multicuisine",₹900 for two,4.0
Tea Max Cafe,chandigarh-tricity,"Industrial Area Phase II, Chandigarh Tricity",Fast Food,₹600 for two,4.0
Raunak Coffee Shop,chandigarh-tricity,"HOTEL Parbhat Inn, Panchkula",Multicuisine,₹1700 for two,4.0
Cafe XI Eleven,chandigarh-tricity,"Dhakoli, Zirakpur","Italian, Continental",₹800 for two,4.0
Capriotti's,chandigarh-tricity,"Bestech Square Mall, Mohali",Fast Food,₹600 for two,4.0
The Zenith - A Boutique Hotel by Hot Millions,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Multicuisine,₹1200 for two,4.0
Curry & Hops,chandigarh-tricity,"Aerocity Road, Zirakpur",Indian,₹800 for two,4.0
Insane,chandigarh-tricity,"Sector 9, Panchkula",Multicuisine,₹1200 for two,4.0
Cafe Amitie,chandigarh-tricity,"Chandigarh Road, Zirakpur",Indian,₹1000 for two,4.0
X Streem Microbrewery & Lounge,chandigarh-tricity,"TDI City, Chandigarh Tricity","Cocktail Menu, Finger Food",₹1500 for two,4.0
Pearl Primee,chandigarh-tricity,"Dhakoli, Zirakpur",Multicuisine,₹1000 for two,4.0
Brownie Point,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali","Beverages, Desserts",₹500 for two,4.0
Bareily Ki Barfi,chandigarh-tricity,"Utrathiya, Zirakpur",Indian,₹800 for two,1.0
The Hungry Players,chandigarh-tricity,"TDI City, Chandigarh Tricity",Multicuisine,₹1000 for two,2.0
Aditya King,chandigarh-tricity,"Aditya King Regency, Panchkula",Multicuisine,₹1300 for two,1.0
Kitchen Kraft By Hop Up,chandigarh-tricity,"VIP Road, Zirakpur",Multicuisine,₹1000 for two,4.0
Vibe Lounge & Bar,chandigarh-tricity,"Kharar, Mohali",Multicuisine,₹1000 for two,4.0
Mex n Burger,chandigarh-tricity,"Sector 10, Panchkula",Fast Food,₹500 for two,4.0
Panimo Brewery & Lounge,chandigarh-tricity,"VIP Road, Zirakpur",Multicuisine,₹1500 for two,4.0
The Deck,chandigarh-tricity,"Redwood Resorts, Panchkula",Multicuisine,₹1500 for two,4.0
Dastar Khan,chandigarh-tricity,"Sector 20, Panchkula",Multicuisine,₹1000 for two,4.0
Cafe Flora Bella,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Multicuisine,₹1350 for two,4.0
THE PACIFIC FOODS CAFE N RESTO,chandigarh-tricity,"Patiala Road, Zirakpur",Indian,₹1300 for two,4.0
Highway Huts,chandigarh-tricity,"Kharar, Mohali",Multicuisine,₹800 for two,4.0
Haldiram's,chandigarh-tricity,"Mohali City Centre, Mohali",Street Food,₹400 for two,5.0
Chilli 65,chandigarh-tricity,"VIP Road, Zirakpur",Multicuisine,₹600 for two,5.0
Bikanervala,chandigarh-tricity,"Chandigarh Road, Zirakpur",Multicuisine,₹400 for two,5.0
Momo Delights,chandigarh-tricity,"Sector 15, Panchkula","Tibetan, Continental",₹400 for two,5.0
Aab-O-Dana,chandigarh-tricity,"Sector 8, Panchkula",Multicuisine,₹1500 for two,5.0
Boston & Co.,chandigarh-tricity,"Sector 5, Panchkula",American,₹500 for two,4.5
O Chicken India,chandigarh-tricity,"Kharar Road, Mohali",Healthy Food,₹800 for two,4.0
Retro Restobar,chandigarh-tricity,"Kharar, Mohali","Pizza, North Indian, Mughlai",₹1000 for two,4.0
Panda Cafe & Lounge,chandigarh-tricity,"Badali Ala Singh, Mohali","Chinese, Indian, Mughlai",₹1100 for two,4.0
99 Tasty Food Hub,chandigarh-tricity,"Kharar, Mohali","Chinese, Italian",₹500 for two,4.0
Panda Cafe & Lounge,chandigarh-tricity,"Badali Ala Singh, Mohali","Chinese, Indian, Mughlai",₹1100 for two,4.0
Indian Zaika,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Fast Food,₹700 for two,4.0
Puzzles Cafe & Restaurant,chandigarh-tricity,"Kharar Landran Road, Mohali",Fast Food,₹500 for two,4.0
Food in Mood,chandigarh-tricity,"VIP Road, Zirakpur",Indian,₹700 for two,4.0
Aashirwad Sweets,chandigarh-tricity,"Dera Bassi, Mohali",Multicuisine,₹800 for two,4.0
Singh's Food Court,chandigarh-tricity,"Kharar, Mohali",Multicuisine,₹1000 for two,4.0
Soul Restaurant,chandigarh-tricity,"Kharar, Mohali","Chinese, Indian",₹1000 for two,4.0
Picasso The Food Artist,chandigarh-tricity,"Kharar, Mohali",Multicuisine,₹1000 for two,4.0
Dimsum Box,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Dim Sum,₹300 for two,4.0
New York Cafe,chandigarh-tricity,"Ambala Road, Zirakpur",Multicuisine,₹550 for two,4.0
Bistro Basilina,chandigarh-tricity,"Sector 105 , Chandigarh","Multicuisine, Cafe",₹1000 for two,4.0
Dimsum Box,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Dim Sum,₹300 for two,4.0
Hotel Midtown Grand,chandigarh-tricity,"Peer Muchalla Rd., Zirakpur",Multicuisine,₹1200 for two,5.0
Diwan Khana,chandigarh-tricity,"Welcomheritage Ramgarh, Panchkula",Multicuisine,₹1000 for two,3.4
Daana Paani,chandigarh-tricity,"Airport Road, Mohali Citi Centre, Chandigarh",Indian,₹800 for two,2.0
Raunak Restaurant,chandigarh-tricity,"Hotel Shanti Sagar, Mohali",Multicuisine,₹1500 for two,1.0
Swag,chandigarh-tricity,"Phase 7, Mohali","Beverages, Sandwiches, Burgers",₹350 for two,4.2
Tapiocha Bubble Bar & Café,chandigarh-tricity,"Sector 70, Mohali","Coffee, Beverages",₹500 for two,4.0
Nizam Dhaba,chandigarh-tricity,"Sector 46, Chandigarh",North Indian,₹600 for two,4.0
Day Night Cafe,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Chinese,₹400 for two,4.0
Paprika,chandigarh-tricity,"Dhakoli, Zirakpur",Multicuisine,₹1000 for two,4.0
Devil Kitchen,chandigarh-tricity,"Baltana, Zirakpur",Fast Food,₹600 for two,4.0
Kiosk Kaffee,chandigarh-tricity,"Sector 66, Mohali",Coffee,₹300 for two,4.0
701 Restaurant and Bar,chandigarh-tricity,"Sector 13, Panchkula, Chandigarh Tricity",Multicuisine,₹1300 for two,4.0
Fuel Coffee,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali","Italian, Coffee and Tea, Chinese",₹600 for two,4.0
Dr Chai Bar,chandigarh-tricity,"VIP Rd, Zirakpur",Fast Food,₹250 for two,4.0
Yogy Yums,chandigarh-tricity,"Sector 118, Mohali",Desserts,₹400 for two,4.0
Skyee Rooftop,chandigarh-tricity,"Sector 14, Chandigarh",Multicuisine,₹800 for two,4.0
Brat's,chandigarh-tricity,"VIP Rd, Zirakpur",Multicuisine,₹500 for two,4.0
Roti Junction,chandigarh-tricity,"Sector 70, Mohali",Indian,₹500 for two,4.0
Rooftop by Platinum,chandigarh-tricity,"Hotel Platinum, Zirakpur",Multicuisine,₹1000 for two,4.0
"Bombay's Sweets Caterers, Restaurant & Bakery",chandigarh-tricity,"VIP Rd, Zirakpur",Fast Food,₹600 for two,4.0
Yummy Site,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali","Fast Food, Healthy Food",₹600 for two,4.0
Golgappa,chandigarh-tricity,"Sector 70, Mohali","Beverages, Street Food",₹200 for two,4.0
Red Paradise,chandigarh-tricity,"Zirakpur, Zirakpur","Indian, Chinese",₹1000 for two,4.0
Chai Lovers Bar,chandigarh-tricity,"Sector 15, Panchkula","Beverages, Fast Food",₹400 for two,4.0
Japenese Master,chandigarh-tricity,"Zirakpur, Zirakpur",Fast Food,₹600 for two,4.0
Gully Amritsari,chandigarh-tricity,"Phase 11, Mohali",North Indian,₹400 for two,4.0
Alfresco Rooftop Lounge,chandigarh-tricity,"Sector 8, Panchkula",Multicuisine,₹1500 for two,4.0
Desi Rasoi,chandigarh-tricity,"Lohgarh, Zirakpur",Indian,₹500 for two,4.0
Jiks Kitchen,chandigarh-tricity,"Lohgarh, Zirakpur",Multicuisine,₹700 for two,4.0
Purani Dilli,chandigarh-tricity,"Sector 16, Panchkula",North Indian,₹800 for two,4.0
Parampara,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",North Indian,₹800 for two,4.0
Cafe Arabica,chandigarh-tricity,"Dhakoli, Zirakpur",Multicuisine,₹800 for two,4.0
Fish N Chips,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Fast Food,₹400 for two,4.0
Fish N Chips,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Fast Food,₹400 for two,4.0
Cafe 24,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Cafe,₹1000 for two,4.0
Bel Dolce,chandigarh-tricity,"VIP Rd, Zirakpur",Continental,₹500 for two,4.0
Chai Peeney Chalein,chandigarh-tricity,"Sector 67, Mohali",Continental,₹400 for two,4.0
Kisaan Cafe,chandigarh-tricity,"VIP Road, Zirakpur",Healthy Food,₹600 for two,4.0
Wingmen,chandigarh-tricity,"VIP Road, Zirakpur",North Indian,₹500 for two,4.0
Chamber,chandigarh-tricity,"Sector 11, Panchkula",Multicuisine,₹1200 for two,4.0
Roll Minister,chandigarh-tricity,"Bestech Square Mall, Mohali",Sandwiches,₹400 for two,4.0
Oak Town Lounge,chandigarh-tricity,"Dera Bassi. Zirakpur, Chandigarh",Multicuisine,₹1500 for two,4.0
Da Lala's,chandigarh-tricity,"Sector 11, Panchkula",Fast Food,₹800 for two,4.0
Young Thekka,chandigarh-tricity,"VIP Road, Zirakpur",Fast Food,₹300 for two,4.0
Fresh Pizza Cafe,chandigarh-tricity,"Ambala Chandigarh Expressway, Zirakpur",Indian,₹700 for two,4.0
Fish 'N' Chips,chandigarh-tricity,"VIP Rd, Zirakpur","Fast Food, Beverages",₹500 for two,4.0
Roof N Dine,chandigarh-tricity,Hotel Stay Well Dhakoli Zirakpur,Indian,₹700 for two,4.0
Khau Gali,chandigarh-tricity,"Sector 67, Mohali",Indian,₹500 for two,4.0
Hotel Affluence,chandigarh-tricity,"CITY HEART, Kharar, Mohali",Multicuisine,₹1000 for two,4.0
Ap's Multi Cuisine RestoBar,chandigarh-tricity,"Kharar Road, Mohali",Multicuisine,₹1200 for two,3.0
Funbuzz,chandigarh-tricity,"Kharar Road, Mohali","Fast Food, American",₹600 for two,5.0
Village Food Court,chandigarh-tricity,"Ambala Chandigarh Expressway, Zirakpur",Indian,₹500 for two,4.0
Dominick Pizza,chandigarh-tricity,"Kharar, Mohali",Italian,₹700 for two,4.0
The Bridge,chandigarh-tricity,"Ana Clarks Inn, Panchkula",NA,₹1500 for two,4.0
Food Club 17,chandigarh-tricity,"Kharar Road, Mohali","North Indian, Chinese",₹600 for two,4.0
Countrysider's Farm Cafe,chandigarh-tricity,"The Nature’s Vault, Chandigarh",Cafe,₹1000 for two,4.0
Uncle Peter's Pancakes,chandigarh-tricity,"Ambala Chandigarh Expressway, Zirakpur",Cafe,₹600 for two,4.0
Crown,chandigarh-tricity,"Hotel Crown, Chandigarh",Multicuisine,₹1100 for two,4.0
Jigri HR02,chandigarh-tricity,"Gazipur Road, Zirakpur",Fast Food,₹400 for two,4.0
Chaigaram Pocket Cafe,chandigarh-tricity,"VIP Rd, Zirakpur",Fast Food,₹300 for two,4.0
Dietox Cafe,chandigarh-tricity,"Kharar, Mohali","Italian, Healthy Food",₹700 for two,4.0
Restaurant by PR 7,chandigarh-tricity,"Peer Muchalla Rd., Zirakpur",Multicuisine,₹1000 for two,4.0
Barista Coffee,chandigarh-tricity,"Namaste Chandigarh Complex, Chandigarh Tricity","Cafe, Coffee",₹500 for two,4.0
Fifo Fried & Fabulous Cafe,chandigarh-tricity,"Kharar Road, Mohali",Fast Food,₹600 for two,4.0
Culture Kitchen & Lounge,chandigarh-tricity,"Kharar, Mohali",Multicuisine,₹800 for two,4.0
Kitchen King,chandigarh-tricity,"Kharar Road, Mohali",Fast Food,₹1000 for two,4.0
Aao Ji Khao Ji,chandigarh-tricity,"VIP Rd, Zirakpur","North Indian, Chinese",₹400 for two,4.0
Momoland,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Fast Food,₹400 for two,4.0
Mama Ji Da Dhaba,chandigarh-tricity,"Kharar Road, Mohali",Multicuisine,₹600 for two,4.0
Kashmiri Wazwan,chandigarh-tricity,"Dera Bassi, Mohali",Indian,₹600 for two,4.0
The Nature's Vault,chandigarh-tricity,Countrysiders Farm,Multicuisine,₹1000 for two,4.0
Mannat Sweets & Bites,chandigarh-tricity,"Sahibzada Ajit Singh Nagar, Mohali",Multicuisine,₹400 for two,4.0
CHEF & COFFEE,chandigarh-tricity,"Kharar, Mohali","Beverages, Coffee and Tea, Fast Food",₹800 for two,4.0
The Curious Kitchen,chandigarh-tricity,"Kharar, Mohali",Multicuisine,₹300 for two,4.0
Cafe Tulip,chandigarh-tricity,"Golden Tulip, Chandigarh",Cafe,₹600 for two,4.0
Katani Dhaba Sweets and Snacks,chandigarh-tricity,"Kharar Road, Mohali",Multicuisine,₹600 for two,4.0
Kitchen Garden,chandigarh-tricity,"Dera Bassi. Zirakpur, Chandigarh",Indian,₹600 for two,4.0
Yum Canal Rooftop,chandigarh-tricity,New Chandigarh,"Chinese, Indian, Cocktail Menu",₹1800 for two,4.0
Biryani Art,chandigarh-tricity,"Gazipur Road, Zirakpur",Multicuisine,₹1000 for two,3.0
Medusa,chandigarh-tricity,"Sector 68, Mohali","Italian, Indian, Chinese",₹1500 for two,NA
Swagath Restaurant & Bar,chandigarh-tricity,"Sector 26, Chandigarh",Multicuisine,₹1600 for two,4.3
Scola,chandigarh-tricity,"Sector 7, Chandigarh",Mediterranean,₹1400 for two,3.9
Papaji,chandigarh-tricity,"Sector 44, Chandigarh",Multicuisine,₹700 for two,4.3
Emoi,chandigarh-tricity,"Elante Mall, Chandigarh Industrial Area",Ice Cream,₹150 for two,4.0
CFC KITCHEN,chandigarh-tricity,"Sector 7, Chandigarh","Multicuisine, Beverages",₹500 for two,3.8
Dominic Pizza,chandigarh-tricity,Panchkula,Pizza,₹500 for two,4.9
The Kronks,chandigarh-tricity,"Hotel Pallavi, Chandigarh",Multicuisine,₹1600 for two,4.0
Hangry,chandigarh-tricity,"VIP Road, Zirakpur",Fast Food,₹400 for two,4.3
The Shooter's Cafe,chandigarh-tricity,"Sector 70, Mohali",Multicuisine,₹550 for two,3.0
Pizza Singh,chandigarh-tricity,"Kharar Road, Mohali","Fast Food, Pizza",₹500 for two,4.0
Chai chemistry,chandigarh-tricity,"Dhakoli, Zirakpur",Multicuisine,₹400 for two,4.0
Liquor Lounge Family Restaurant and Bar,mangalore-tricity,"Derebail, Mangalore",Multicuisine,₹1000 for two,4.0
Kulture,mangalore-tricity,"Yeyyadi, Mangalore",Multicuisine,₹600 for two,4.0
Uttam Punjabi Dhaba,mangalore-tricity,"Kottara, Mangalore",North Indian,₹600 for two,4.3
Basil Cafe,mangalore-tricity,"Kavoor, Mangalore",Multicuisine,₹600 for two,5.0
Ginger House Family Restaurant,mangalore-tricity,"Kottara, Mangalore",Indian,₹790 for two,4.5
Hotel Trishna Family Restaurant,mangalore-tricity,"Hotel Trishna, Mangalore",Indian,₹1000 for two,5.0
Naadu Restaurant,mangalore-tricity,"Ladyhill, Mangalore",Multicuisine,₹1500 for two,4.6
Cafe Wrk Wrk,mangalore-tricity,"Yeyyadi, Mangalore",Cafe,₹700 for two,5.0
The Loft,mangalore-tricity,"The Avatar Hotel & Convention, Mangalore",Multicuisine,₹800 for two,4.4
Underground11 coffee bar,mangalore-tricity,"Yeyyadi, Mangalore",Cafe,₹500 for two,4.0
Grub Monkey's,mangalore-tricity,"Bendoor, Mangalore",Fast Food,₹1000 for two,4.0
Charminar Restaurant,mangalore-tricity,"Hampankatta, Mangalore",Multicuisine,₹500 for two,4.0
K9 Restro,mangalore-tricity,"Kadri, Mangalore","Chinese, Continental",₹650 for two,5.0
Macchi & More,mangalore-tricity,"Kottara, Mangalore",Multicuisine,₹550 for two,5.0
The Burrow Kitchen,mangalore-tricity,"Hampankatta, Mangalore",Continental,₹900 for two,4.0
Kni Hau,mangalore-tricity,Goldfinch Hotel Mangaluru,Chinese,₹1400 for two,4.6
Coral,mangalore-tricity,"The Ocean Pearl, Mangalore",Multicuisine,₹1400 for two,5.0
Kaapi Tindi,mangalore-tricity,"Kadri, Mangalore","South Indian, Fast Food, Beverages",₹400 for two,4.0
Rajdhaani Bar & Restaurant,mangalore-tricity,"Kavoor, Mangalore",Multicuisine,₹450 for two,5.0
Shetty Lunch Home,mangalore-tricity,"Balmatta, Mangalore",Seafood,₹800 for two,4.3
Le Grande Multicuisine Restaurant,mangalore-tricity,"AJ Grand Elite Hotel, Mangalore",Multicuisine,₹1000 for two,3.5
Big Buddha Cafe,mangalore-tricity,"Konchady, Mangalore",Cafe,₹800 for two,4.0
Pallkhi Restaurant,mangalore-tricity,"Hampankatta, Mangalore",Multicuisine,₹700 for two,3.7
Hotel Rajdhani,mangalore-tricity,"Kavoor, Mangalore",Multicuisine,₹500 for two,2.0
7th Heaven,mangalore-tricity,"Derebail, Mangalore","Cafe, Bakery",₹1000 for two,4.0
Gufaa The Pub,mangalore-tricity,"Bejai, Mangalore",Multicuisine,₹800 for two,4.0
